Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
UPSRTC - AWD0201,Janrath AC Seater 2+3,23:00,04:15,05h 15m,INR 435,47 Seats available,"2.8
17",https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Prayagraj(Uttar Pradesh)
UPSRTC - RBL0034,Ordinary Non AC Seater 2+3,23:20,04:20,05h 00m,INR 341,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Prayagraj(Uttar Pradesh)
ARORA TRAVELS,Volvo AC Seater (2+2),22:00,02:45,04h 45m,INR 703,25 Seats available,3.9,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Prayagraj(Uttar Pradesh)
Goyal Travels,A/C Seater / Sleeper (2+1),23:49,03:55,04h 06m,INR 600,22 Seats available,"2.2
34",https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Prayagraj(Uttar Pradesh)
UPSRTC - FKP0029,Janrath AC Seater 2+2,21:00,05:55,08h 55m,INR 760,26 Seats available,"3.1
36",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
KVS Holidays,Non A/C Seater / Sleeper (2+1),20:30,05:30,09h 00m,INR 799,30 Seats available,"1.5
12",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Shivendra Travels,A/C Sleeper (2+1),20:00,05:30,09h 30m,INR 3500,1 Seat available, ,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
UPSRTC - AWD0116,Janrath AC Seater 2+3,21:30,07:30,10h 00m,INR 877,48 Seats available,"1.9
16",https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),21:30,03:44,06h 14m,INR 699,11 Seats available,"4.0
50",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),22:00,03:45,05h 45m,INR 699,11 Seats available,"4.2
11",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),19:55,00:50,04h 55m,INR 1299,7 Seats available,4.1,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
RAO SAHAB TRAVELS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),21:05,01:35,04h 30m,INR 3799,24 Seats available,4.3,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
Gola Bus Service,VE A/C Seater / Sleeper (2+1),21:00,02:00,05h 00m,INR 1799,15 Seats available,3.0,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
Gola Bus Service,VE A/C Seater / Sleeper (2+1),20:40,01:40,05h 00m,INR 1799,12 Seats available,"3.0
5",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+2),22:30,03:30,05h 00m,1709,72 Seats available,1.2,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
Safar Express,A/C Seater / Sleeper (2+2),20:10,00:00,03h 50m,INR 1699,9 Seats available,3.8,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+1),20:00,01:00,05h 00m,1709,47 Seats available,1.2,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
Samay Shatabdi Travels Pvt Ltd,NON A/C Sleeper (2+1),20:30,02:15,05h 45m,INR 499,18 Seats available,"2.6
6",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
RSRTC - 192993,A/C Seater / Sleeper (2+1),23:30,04:20,04h 50m,INR 891,14 Seats available,"3.4
19",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
KARNI KRIPA TOURS & TRAVELS,Bharat Benz A/C Seater /Sleeper (2+1),23:55,05:00,05h 05m,INR 650,20 Seats available,4.2,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
Laxmi holidays,VE A/C Seater / Sleeper (2+2),23:30,04:30,05h 00m,INR 382,2 Seats available,"4.5
4",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),20:30,01:30,05h 00m,INR 650,2 Seats available,"4.8
13",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),23:25,04:45,05h 20m,INR 499,22 Seats available,"4.5
8",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:30,04:00,04h 30m,INR 449,9 Seats available,"4.3
46",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
Fouji travels,Bharat Benz A/C Seater / Sleeper (2+2),23:00,03:30,04h 30m,449,11 Seats available,4.1,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
Fouji travels,A/C Seater / Sleeper (2+1),22:35,03:00,04h 25m,450,10 Seats available,4.1,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
RS YADAV SMART BUS,A/C Seater / Sleeper (2+2),22:10,01:25,03h 15m,INR 499,10 Seats available,"4.8
11",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
RS YADAV SMART BUS,VE A/C Seater / Sleeper (2+1),23:50,04:10,04h 20m,INR 599,14 Seats available,"5.0
5",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:00,01:00,04h 00m,719,12 Seats available,3.8,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),21:40,01:30,03h 50m,494,12 Seats available,3.8,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Rinku Travels,A/C Seater / Sleeper (2+1),21:45,02:00,04h 15m,540,1 Seat available,3.7,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Vijay Tour and Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:20,01:50,03h 30m,899,30 Seats available,3.8,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),Bharat Benz A/C Seater /Sleeper (2+1),22:30,03:00,04h 30m,INR 499,5 Seats available,"3.0
6",https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
India Tours & Travels (GetBookCab),A/C Seater / Sleeper (2+2),23:55,03:17,03h 22m,517,23 Seats available,"4.8
10",https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Fasttrack Travels,A/C Seater/Sleeper (2+1),23:58,04:40,04h 42m,539,13 Seats available,3.0,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Royal Safari India Travels,Bharat Benz A/C Semi Sleeper (2+2),20:00,22:30,02h 30m,INR 380,10 Seats available,2.7,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
ATS TRAVELS,A/C Seater / Sleeper (2+2),22:45,04:30,05h 45m,INR 899,56 Seats available,1.0,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Mahalaxmi Travels,A/C Sleeper (2+1),23:30,03:30,04h 00m,INR 899,8 Seats available,"2.8
6",https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Yolo Bus,A/C Seater / Sleeper (2+1),22:00,05:38,07h 38m,INR 349,29 Seats available,"4.1
188",https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,04:45,06h 15m,369,19 Seats available,"4.0
414",https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
PTC-SKYBUS,A/C Seater/Sleeper (2+1),22:30,05:30,07h 00m,INR 399,14 Seats available,"4.7
443",https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
,,,,,,,,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
,,,,,,,,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - KSB0072,Janrath AC Seater 2+3,22:02,06:02,08h 00m,INR 662,47 Seats available,"3.4
67",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
Shree Krishna Shtabadi Travels,NON AC Seater / Sleeper 2+1,21:00,06:00,09h 00m,INR 600,44 Seats available,"2.2
24",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
KVS Holidays,Non A/C Seater / Sleeper (2+1),21:30,06:30,09h 00m,INR 799,31 Seats available,"1.6
20",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
Abhay Travels (I.R.T.C),Non A/C Seater / Sleeper (2+1),20:30,06:00,09h 30m,INR 1300,30 Seats available,"1.0
2",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
Shivendra Travels,A/C Sleeper (2+1),21:00,06:00,09h 00m,INR 3500,1 Seat available, ,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
UPSRTC - BDV0077,Janrath AC Seater 2+2,21:20,05:00,07h 40m,INR 998,32 Seats available,"3.5
18",https://www.redbus.in/bus-tickets/aligarh-to-lucknow,Aligarh (uttar pradesh) to Lucknow
UPSRTC - ALI0171,Rajdhani Non AC Seater 2+3,21:30,08:20,10h 50m,INR 650,51 Seats available,3.3,https://www.redbus.in/bus-tickets/aligarh-to-lucknow,Aligarh (uttar pradesh) to Lucknow
PTC-SKYBUS,A/C Seater/Sleeper (2+1),22:30,05:30,07h 00m,INR 399,16 Seats available,"4.5
546",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
Yolo Bus,A/C Seater / Sleeper (2+1),22:10,05:13,07h 03m,INR 399,24 Seats available,"4.1
227",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:15,05:01,05h 46m,INR 381,19 Seats available,"3.7
387",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
,,,,,,,,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
,,,,,,,,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
UPSRTC - MNP0026,Ordinary Non AC Seater 2+3,21:31,00:18,02h 47m,INR 280,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
UPSRTC - KSN0301,Ordinary Non AC Seater 2+3,22:15,01:52,03h 37m,INR 280,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
UPSRTC - SKB0213,Ordinary Non AC Seater 2+3,22:29,03:00,04h 31m,INR 278,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
UPSRTC - SKB0216,Ordinary Non AC Seater 2+3,22:44,02:30,03h 46m,INR 278,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
UPSRTC - MNP0117,Ordinary Non AC Seater 2+3,23:30,02:36,03h 06m,INR 280,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
UPSRTC - AWD0206,Pink Express AC Seater 2+2,21:45,05:30,07h 45m,INR 998,22 Seats available,"3.8
57",https://www.redbus.in/bus-tickets/lucknow-to-aligarh-uttar-pradesh,Lucknow to Aligarh (uttar pradesh)
Gola Bus Service,Bharat Benz A/C Seater /Sleeper (2+1),22:30,06:30,08h 00m,INR 599,20 Seats available,"4.8
1463",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),23:15,07:30,08h 15m,400,28 Seats available,"4.7
1492",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),23:45,07:45,08h 00m,400,26 Seats available,"4.6
1210",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
UPSRTC - AWD0056,Janrath AC Seater 2+2,23:15,07:00,07h 45m,INR 917,29 Seats available,"4.3
32",https://www.redbus.in/bus-tickets/lucknow-to-mathura,Lucknow to Mathura
Ashok Bus Service,VE A/C Sleeper (2+1),23:10,04:20,05h 10m,878,21 Seats available,"4.4
40",https://www.redbus.in/bus-tickets/lucknow-to-mathura,Lucknow to Mathura
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:30,05:20,05h 50m,INR 849,11 Seats available,"4.4
82",https://www.redbus.in/bus-tickets/lucknow-to-mathura,Lucknow to Mathura
International Tourist Centre,VE A/C Seater / Sleeper (2+1),21:30,02:30,05h 00m,INR 790,3 Seats available,"4.3
4",https://www.redbus.in/bus-tickets/lucknow-to-mathura,Lucknow to Mathura
IntrCity SmartBus,,21:30,03:30,06h 00m,,,4.7,https://www.redbus.in/bus-tickets/lucknow-to-mathura,Lucknow to Mathura
UPSRTC - KSB0004,Shatabdi AC Seater 2+2,23:00,05:00,06h 00m,INR 555,21 Seats available,"3.5
71",https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi
UPSRTC - RPN0059,Janrath AC Seater 2+2,21:00,03:00,06h 00m,INR 552,36 Seats available,3.3,https://www.redbus.in/bus-tickets/varanasi-to-gorakhpur,Varanasi to Gorakhpur (uttar pradesh)
UPSRTC - RPN0091,Janrath AC Seater 2+2,21:01,03:01,06h 00m,INR 552,36 Seats available,3.3,https://www.redbus.in/bus-tickets/varanasi-to-gorakhpur,Varanasi to Gorakhpur (uttar pradesh)
UPSRTC - RPN0035,Janrath AC Seater 2+2,21:30,03:30,06h 00m,INR 552,36 Seats available,"2.7
5",https://www.redbus.in/bus-tickets/varanasi-to-gorakhpur,Varanasi to Gorakhpur (uttar pradesh)
UPSRTC - RPN0093,Janrath AC Seater 2+2,21:31,03:31,06h 00m,INR 552,36 Seats available,3.3,https://www.redbus.in/bus-tickets/varanasi-to-gorakhpur,Varanasi to Gorakhpur (uttar pradesh)
UPSRTC - RPN0061,,22:00,04:00,06h 00m,INR 552,36 Seats available,3.3,https://www.redbus.in/bus-tickets/varanasi-to-gorakhpur,Varanasi to Gorakhpur (uttar pradesh)
UPSRTC - SJP0286,Ordinary Non AC Seater 2+3,21:00,04:20,07h 20m,INR 634,52 Seats available,3.3,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,Shahjahanpur (Uttar Pradesh) to Delhi
UPSRTC - AWD0224,Shatabdi AC Seater 2+2,21:15,05:00,07h 45m,INR 812,34 Seats available,3.3,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,Shahjahanpur (Uttar Pradesh) to Delhi
UPSRTC - STD0144,Ordinary Non AC Seater 2+3,21:28,06:16,08h 48m,INR 582,52 Seats available,3.3,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,Shahjahanpur (Uttar Pradesh) to Delhi
UPSRTC - GLA0141,Janrath AC Seater 2+2,21:35,05:05,07h 30m,INR 841,34 Seats available,"3.7
4",https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,Shahjahanpur (Uttar Pradesh) to Delhi
UPSRTC - SJP0288,,21:45,05:05,07h 20m,INR 634,,3.3,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,Shahjahanpur (Uttar Pradesh) to Delhi
SHREE MARUTIKRUPA TRAVELS AND CARGO,A/C Seater / Sleeper (2+1),00:05,06:35,06h 30m,833,6 Seats available,"1.2
15",https://www.redbus.in/bus-tickets/kanpur-to-varanasi,Kanpur (Uttar Pradesh) to Varanasi
Bihar state road transport corporation (BSRTC) - 137431,Volvo AC Seater 2+2,22:00,11:59,13h 59m,INR 2063,1 Seat available,3.4,https://www.redbus.in/bus-tickets/gorakhpur-to-delhi,Gorakhpur (uttar pradesh) to Delhi
Gola Bus Service,VE A/C Seater / Sleeper (2+1),20:40,09:45,13h 05m,INR 1599,13 Seats available,"4.6
735",https://www.redbus.in/bus-tickets/gorakhpur-to-delhi,Gorakhpur (uttar pradesh) to Delhi
RAO SAHAB TRAVELS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),21:25,10:13,12h 48m,INR 3799,24 Seats available,"4.4
395",https://www.redbus.in/bus-tickets/gorakhpur-to-delhi,Gorakhpur (uttar pradesh) to Delhi
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:20,10:20,14h 00m,INR 1899,3 Seats available,"4.5
362",https://www.redbus.in/bus-tickets/gorakhpur-to-delhi,Gorakhpur (uttar pradesh) to Delhi
Gola Bus Service,,21:00,10:05,13h 05m,INR 1799,,4.6,https://www.redbus.in/bus-tickets/gorakhpur-to-delhi,Gorakhpur (uttar pradesh) to Delhi
Samay Shatabdi Travels Pvt Ltd,Bharat Benz A/C Sleeper (2+1),20:00,02:45,06h 45m,INR 1099,4 Seats available,"4.4
144",https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly (Uttar Pradesh)
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:30,04:50,08h 20m,INR 1149,4 Seats available,"3.2
37",https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly (Uttar Pradesh)
UPSRTC - GND0105,Ordinary Non AC Seater 2+3,20:50,02:00,05h 10m,INR 405,52 Seats available,3.3,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,Bareilly (Uttar Pradesh) to Lucknow
UPSRTC - BRT0062,Ordinary Non AC Seater 2+3,20:50,02:35,05h 45m,INR 429,52 Seats available,3.3,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,Bareilly (Uttar Pradesh) to Lucknow
UPSRTC - MZF0066,Janrath AC Seater 2+2,21:00,02:40,05h 40m,INR 620,36 Seats available,3.3,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,Bareilly (Uttar Pradesh) to Lucknow
UPSRTC - BLY0649,Janrath AC Seater 2+3,21:05,02:20,05h 15m,INR 542,48 Seats available,3.3,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,Bareilly (Uttar Pradesh) to Lucknow
UPSRTC - PNG0065,,21:10,02:31,05h 21m,INR 429,,3.3,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,Bareilly (Uttar Pradesh) to Lucknow
UPSRTC - CBG0092,Pink Express AC Seater 2+2,21:01,02:45,05h 44m,INR 620,40 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - MRD0007,Janrath AC Seater 2+2,22:00,04:15,06h 15m,INR 620,35 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
UPSRTC - BLY0123,Janrath AC Seater 2+2,23:56,05:30,05h 34m,INR 620,36 Seats available,"3.7
5",https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
PTC-SKYBUS,Bharat Benz A/C Seater /Sleeper (2+1),23:15,04:20,05h 05m,INR 600,11 Seats available,"4.5
111",https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,Lucknow to Bareilly (Uttar Pradesh)
