Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
NETWORK TRAVELS,NON A/C Seater Push Back (2+1),19:00,00:30,05h 30m,500,35 Seats available,"4.9
22",https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Tinsukia to Jorhat
Air Bus Travels,NON AC Seater / Sleeper 2+1,19:40,01:00,05h 20m,INR 400,17 Seats available,"4.4
9",https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
Air Bus Travels,NON AC Seater / Sleeper 2+1,21:15,02:00,04h 45m,INR 400,15 Seats available,"3.7
4",https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
Puja Transport,NON AC Seater / Sleeper 2+1,20:20,05:00,08h 40m,540,5 Seats available,"3.3
85",https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),19:45,04:00,08h 15m,570,15 Seats available,"3.0
123",https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
Puja Transport,Non AC Seater (2+2),19:15,04:00,08h 45m,540,18 Seats available,"1.9
10",https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
Air Bus Travels,NON AC Seater / Sleeper 2+1,19:40,05:00,09h 20m,INR 600,16 Seats available,"3.5
45",https://www.redbus.in/bus-tickets/dibrugarh-to-biswanath-charali,Dibrugarh to Biswanath Charali
KIRAN TRAVELS,A/C Seater (2+1),20:40,06:45,10h 05m,550,12 Seats available,"4.2
278",https://www.redbus.in/bus-tickets/guwahati-to-north-lakhimpur,Guwahati to North Lakhimpur
Pranjit Travels (Under ASTC),A/C Seater / Sleeper (2+1),20:45,06:30,09h 45m,575,17 Seats available,"4.3
204",https://www.redbus.in/bus-tickets/guwahati-to-north-lakhimpur,Guwahati to North Lakhimpur
Deep Travels,NON AC Seater / Sleeper 2+1,21:00,06:30,09h 30m,INR 549,24 Seats available,"4.1
177",https://www.redbus.in/bus-tickets/guwahati-to-north-lakhimpur,Guwahati to North Lakhimpur
Yatra Travels,NON AC Seater/ Sleeper (2+1),19:15,04:00,08h 45m,525,16 Seats available,"4.1
148",https://www.redbus.in/bus-tickets/guwahati-to-north-lakhimpur,Guwahati to North Lakhimpur
Yatra Travels,NON AC Seater/ Sleeper (2+1),20:30,05:10,08h 40m,525,14 Seats available,"4.1
89",https://www.redbus.in/bus-tickets/guwahati-to-north-lakhimpur,Guwahati to North Lakhimpur
Pranjit Travels (Under ASTC),NON A/C Seater (2+1),21:45,07:15,09h 30m,525,7 Seats available,"4.1
141",https://www.redbus.in/bus-tickets/guwahati-to-north-lakhimpur,Guwahati to North Lakhimpur
PARIJAT TRAVELS(UNDER ASTC),NON A/C Seater (2+1),19:35,05:30,09h 55m,555,17 Seats available,"4.1
56",https://www.redbus.in/bus-tickets/guwahati-to-north-lakhimpur,Guwahati to North Lakhimpur
Yatra Travels,A/C Seater / Sleeper (2+1),20:00,06:00,10h 00m,625,15 Seats available,"4.1
17",https://www.redbus.in/bus-tickets/guwahati-to-north-lakhimpur,Guwahati to North Lakhimpur
Island Travels (Under ASTC),NON AC Seater / Sleeper 2+1,19:15,04:00,08h 45m,475,18 Seats available,4.0,https://www.redbus.in/bus-tickets/guwahati-to-north-lakhimpur,Guwahati to North Lakhimpur
RAYAN TRAVELS,Non A/C Seater / Sleeper (2+1),19:30,05:20,09h 50m,540,33 Seats available,"3.8
52",https://www.redbus.in/bus-tickets/guwahati-to-north-lakhimpur,Guwahati to North Lakhimpur
Deep Travels,NON AC Seater / Sleeper 2+1,20:00,05:45,09h 45m,INR 650,17 Seats available,"2.9
103",https://www.redbus.in/bus-tickets/guwahati-to-silchar,Guwahati to Silchar
Arhans Tour And Travels,Non AC Seater (2+2),20:00,06:00,10h 00m,675,18 Seats available,1.8,https://www.redbus.in/bus-tickets/guwahati-to-silchar,Guwahati to Silchar
SEEMA TRAVELS,A/C Seater (2+2),19:30,05:30,10h 00m,INR 750,9 Seats available,"1.2
38",https://www.redbus.in/bus-tickets/guwahati-to-silchar,Guwahati to Silchar
BAIKUNTHA TRAVELS (UNDER ASTC),A/C Seater (2+1),20:00,23:15,03h 15m,479,19 Seats available,"4.1
4",https://www.redbus.in/bus-tickets/guwahati-to-kaliabor,Guwahati to Kaliabor
TRINAYAN TRANSPORT (Under ASTC),A/C Seater (2+1),20:15,01:15,05h 00m,415,35 Seats available,3.8,https://www.redbus.in/bus-tickets/guwahati-to-kaliabor,Guwahati to Kaliabor
Yatra Travels,A/C Seater / Sleeper (2+1),21:00,01:15,04h 15m,495,21 Seats available,4.1,https://www.redbus.in/bus-tickets/guwahati-to-kaliabor,Guwahati to Kaliabor
Nishigandha(Divya Tours & Travels),A/C Seater (2+1),21:15,00:30,03h 15m,550,25 Seats available,New,https://www.redbus.in/bus-tickets/guwahati-to-kaliabor,Guwahati to Kaliabor
SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),20:15,03:00,06h 45m,570,14 Seats available,"4.4
5",https://www.redbus.in/bus-tickets/moran-to-tezpur,Moran to Tezpur
Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),20:45,04:00,07h 15m,570,15 Seats available,"2.4
27",https://www.redbus.in/bus-tickets/moran-to-tezpur,Moran to Tezpur
Yatra Travels,NON AC Seater/ Sleeper (2+1),23:00,05:30,06h 30m,425,28 Seats available,"4.3
63",https://www.redbus.in/bus-tickets/gohpur-to-guwahati,Gohpur to Guwahati
Yatra Travels,NON AC Seater/ Sleeper (2+1),22:30,06:15,07h 45m,425,26 Seats available,"4.4
50",https://www.redbus.in/bus-tickets/gohpur-to-guwahati,Gohpur to Guwahati
KIRAN TRAVELS,A/C Seater (2+1),22:50,06:15,07h 25m,450,15 Seats available,"4.6
39",https://www.redbus.in/bus-tickets/gohpur-to-guwahati,Gohpur to Guwahati
Pranjit Travels (Under ASTC),A/C Seater / Sleeper (2+1),23:05,06:00,06h 55m,420,27 Seats available,"4.0
43",https://www.redbus.in/bus-tickets/gohpur-to-guwahati,Gohpur to Guwahati
Pranjit Travels (Under ASTC),Bharat Benz A/C Seater (2+1),22:45,06:15,07h 30m,450,20 Seats available,"4.1
35",https://www.redbus.in/bus-tickets/gohpur-to-guwahati,Gohpur to Guwahati
Yatra Travels,NON A/C Seater/ Sleeper (2+1),22:50,06:30,07h 40m,425,26 Seats available,"4.9
8",https://www.redbus.in/bus-tickets/gohpur-to-guwahati,Gohpur to Guwahati
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),19:30,03:15,07h 45m,450,17 Seats available,"4.0
18",https://www.redbus.in/bus-tickets/gohpur-to-guwahati,Gohpur to Guwahati
Drishti Travels,NON A/C Seater (2+1),21:00,05:00,08h 00m,432,7 Seats available,"3.8
23",https://www.redbus.in/bus-tickets/gohpur-to-guwahati,Gohpur to Guwahati
Drishti Travels,NON A/C Seater (2+1),21:00,05:30,08h 30m,432,9 Seats available,"3.4
21",https://www.redbus.in/bus-tickets/gohpur-to-guwahati,Gohpur to Guwahati
Yatra Travels,NON A/C Seater (2+1),22:35,06:15,07h 40m,425,22 Seats available,"3.8
24",https://www.redbus.in/bus-tickets/gohpur-to-guwahati,Gohpur to Guwahati
Yatra Travels,NON AC Seater/ Sleeper (2+1),19:45,05:00,09h 15m,475,26 Seats available,"4.0
17",https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon,North Lakhimpur to Nagaon (Assam)
MAHARATHI TRANSPORT,NON A/C Seater (2+1),20:20,03:00,06h 40m,475,1 Seat available,3.6,https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon,North Lakhimpur to Nagaon (Assam)
Yatra Travels,NON A/C Seater/ Sleeper (2+1),20:25,03:30,07h 05m,505,26 Seats available,4.1,https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon,North Lakhimpur to Nagaon (Assam)
Yatra Travels,NON AC Seater/ Sleeper (2+1),20:30,03:00,06h 30m,475,28 Seats available,"4.2
12",https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon,North Lakhimpur to Nagaon (Assam)
Yatra Travels,NON A/C Seater (2+1),20:40,03:00,06h 20m,475,22 Seats available,"4.1
4",https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon,North Lakhimpur to Nagaon (Assam)
PARIJAT TRAVELS(UNDER ASTC),NON A/C Seater (2+1),20:56,03:00,06h 04m,INR 550,12 Seats available,"4.4
4",https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon,North Lakhimpur to Nagaon (Assam)
Yatra Travels,A/C Seater / Sleeper (2+1),21:00,03:30,06h 30m,525,19 Seats available,4.1,https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon,North Lakhimpur to Nagaon (Assam)
KIRAN TRAVELS,A/C Seater (2+1),21:20,04:30,07h 10m,530,15 Seats available,"2.8
9",https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon,North Lakhimpur to Nagaon (Assam)
Pranjit Travels (Under ASTC),Bharat Benz A/C Seater (2+1),21:00,06:15,09h 15m,550,17 Seats available,"4.3
221",https://www.redbus.in/bus-tickets/north-lakhimpur-to-guwahati,North Lakhimpur to Guwahati
KIRAN TRAVELS,A/C Seater (2+1),21:20,06:15,08h 55m,550,15 Seats available,"4.2
239",https://www.redbus.in/bus-tickets/north-lakhimpur-to-guwahati,North Lakhimpur to Guwahati
Pranjit Travels (Under ASTC),A/C Seater / Sleeper (2+1),21:15,06:00,08h 45m,500,27 Seats available,"4.0
193",https://www.redbus.in/bus-tickets/north-lakhimpur-to-guwahati,North Lakhimpur to Guwahati
AdYatra Travels,NON A/C Seater (2+1),20:40,06:15,09h 35m,525,19 Seats available,"3.7
47",https://www.redbus.in/bus-tickets/north-lakhimpur-to-guwahati,North Lakhimpur to Guwahati
Yatra Travels,NON AC Seater/ Sleeper (2+1),19:45,06:15,10h 30m,525,20 Seats available,"4.2
90",https://www.redbus.in/bus-tickets/north-lakhimpur-to-guwahati,North Lakhimpur to Guwahati
Yatra Travels,NON AC Seater/ Sleeper (2+1),20:30,05:30,09h 00m,525,26 Seats available,"4.6
73",https://www.redbus.in/bus-tickets/north-lakhimpur-to-guwahati,North Lakhimpur to Guwahati
RAYAN TRAVELS,Non A/C Seater / Sleeper (2+1),20:15,06:00,09h 45m,540,24 Seats available,"3.8
81",https://www.redbus.in/bus-tickets/north-lakhimpur-to-guwahati,North Lakhimpur to Guwahati
AdNETWORK TRAVELS,NON A/C Seater Push Back (2+1),19:30,05:00,09h 30m,550,11 Seats available,"4.2
26",https://www.redbus.in/bus-tickets/north-lakhimpur-to-guwahati,North Lakhimpur to Guwahati
PARIJAT TRAVELS(UNDER ASTC),NON A/C Seater (2+1),20:56,06:30,09h 34m,475,12 Seats available,"4.4
67",https://www.redbus.in/bus-tickets/north-lakhimpur-to-guwahati,North Lakhimpur to Guwahati
Yatra Travels,A/C Seater / Sleeper (2+1),21:00,07:00,10h 00m,625,18 Seats available,"4.0
19",https://www.redbus.in/bus-tickets/north-lakhimpur-to-guwahati,North Lakhimpur to Guwahati
Yatra Travels,NON AC Seater/ Sleeper (2+1),23:15,05:10,05h 55m,475,24 Seats available,"4.1
24",https://www.redbus.in/bus-tickets/nagaon-to-north-lakhimpur,Nagaon (Assam) to North Lakhimpur
RAYAN TRAVELS,Non A/C Seater / Sleeper (2+1),22:05,05:20,07h 15m,540,34 Seats available,"4.2
11",https://www.redbus.in/bus-tickets/nagaon-to-north-lakhimpur,Nagaon (Assam) to North Lakhimpur
Drishti Travels,NON A/C Seater (2+1),21:00,04:00,07h 00m,432,13 Seats available,"3.4
11",https://www.redbus.in/bus-tickets/nagaon-to-north-lakhimpur,Nagaon (Assam) to North Lakhimpur
Yatra Travels,NON AC Seater/ Sleeper (2+1),22:00,04:00,06h 00m,475,21 Seats available,"3.5
9",https://www.redbus.in/bus-tickets/nagaon-to-north-lakhimpur,Nagaon (Assam) to North Lakhimpur
Drishti Travels,NON A/C Seater (2+1),20:30,04:30,08h 00m,405,16 Seats available,"2.5
11",https://www.redbus.in/bus-tickets/nagaon-to-north-lakhimpur,Nagaon (Assam) to North Lakhimpur
PARIJAT TRAVELS(UNDER ASTC),NON A/C Seater (2+1),23:00,05:30,06h 30m,INR 580,18 Seats available,"2.4
5",https://www.redbus.in/bus-tickets/nagaon-to-north-lakhimpur,Nagaon (Assam) to North Lakhimpur
GURUNANAK TRAVELS,NON A/C Seater (2+1),22:00,05:00,07h 00m,INR 600,23 Seats available,3.9,https://www.redbus.in/bus-tickets/nagaon-to-north-lakhimpur,Nagaon (Assam) to North Lakhimpur
Island Travels (Under ASTC),NON AC Seater / Sleeper 2+1,21:30,04:00,06h 30m,475,21 Seats available,3.5,https://www.redbus.in/bus-tickets/nagaon-to-north-lakhimpur,Nagaon (Assam) to North Lakhimpur
Yatra Travels,A/C Seater / Sleeper (2+1),23:20,06:00,06h 40m,575,21 Seats available,3.8,https://www.redbus.in/bus-tickets/nagaon-to-north-lakhimpur,Nagaon (Assam) to North Lakhimpur
Yatra Travels,NON A/C Seater/ Sleeper (2+1),22:30,04:15,05h 45m,505,27 Seats available,3.8,https://www.redbus.in/bus-tickets/nagaon-to-north-lakhimpur,Nagaon (Assam) to North Lakhimpur
Maharathi Travels(UNDER ASTC),NON A/C Seater (2+1),23:15,05:30,06h 15m,425,34 Seats available,"4.2
6",https://www.redbus.in/bus-tickets/nagaon-to-north-lakhimpur,Nagaon (Assam) to North Lakhimpur
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),19:30,04:00,08h 30m,INR 650,22 Seats available,3.4,https://www.redbus.in/bus-tickets/nagaon-to-north-lakhimpur,Nagaon (Assam) to North Lakhimpur
